critic,date,fresh,imdb,original_score,publication,quote,review_date,rt_id,title
Stephen Holden,2000-01-01,fresh,174856,3.5/5,New York Times,Stirring but schmaltzy.,http://movies.nytimes.com/movie/review?res=9A06E6DC1638F93AA15751C1A96F958260&partner=Rotten Tomatoes,13539,The Hurricane
Bob Longino,2000-01-01,fresh,174856,,Atlanta Journal-Constitution,Fashioned with the kind of classic Hollywood professionalism that's fast becoming a rarity at the movies.,http://www.accessatlanta.com/movies/content/shared/movies/reviews/H/thehurricane.html,13539,The Hurricane
Owen Gleiberman,2000-01-01,fresh,174856,B+,Entertainment Weekly,This movie about the nightmare of incarceration makes you taste the meaning of freedom.,"http://www.ew.com/ew/article/0,,275017,00.html",13539,The Hurricane
John Anderson,2000-01-01,rotten,174856,2/5,Newsday,"The story never radiates much beyond the corruption of Carter's lifelong enemy, Paterson detective Vincent Della Pesca.",,13539,The Hurricane
Paul Clinton (CNN.com),2000-01-01,fresh,174856,,CNN.com,Jewison has delivered another excellent film.,http://www.cnn.com/1999/SHOWBIZ/Movies/12/31/review.hurricane/index.html,13539,The Hurricane
Jeff Millar,2000-01-01,fresh,174856,,Houston Chronicle,It's a measure of Washington's strengths that he swims while the film sinks.,http://www.chron.com/cs/CDA/moviestory.mpl/ae/movies/reviews/423628,13539,The Hurricane
Joe Baltake,2000-01-01,fresh,174856,,Sacramento Bee,A truly inspirational film with a social conscience.,http://www.movieclub.com/reviews/archives/00hurricane/hurricane.html,13539,The Hurricane
Cody Clark,2000-01-01,fresh,174856,,Mr. Showbiz,"Like broccoli, The Hurricane is good for you.",,13539,The Hurricane
Susan Stark,2000-01-01,fresh,174856,3/4,Detroit News,An extraordinary story by any measure.,http://data.detnews.com/movies/details.hbs?myrec=926,13539,The Hurricane
James Berardinelli,2000-01-01,fresh,174856,3.5/4,ReelViews,Beautifully crafted and uplifting.,http://www.reelviews.net/php_review_template.php?identifier=259,13539,The Hurricane
Lisa Alspector,2008-03-19,fresh,119080,,Chicago Reader,"Subplots are woven stealthily into the story, taking the pressure off the central drama, allowing it to be affecting rather than melodramatic, and heightening the atmosphere of the lush Louisiana setting.",http://www.chicagoreader.com/movies/,13454,Eve's Bayou
Andrew Sarris,2007-04-27,fresh,119080,,New York Observer,A sparkling directorial debut.,http://www.observer.com/node/39866,13454,Eve's Bayou
Emanuel Levy,2006-06-24,fresh,119080,3/4,Variety,An intensely emotional drama that mixes elements of Southern Gothic with the kinds of characters and tensions that prevail in the plays of Southern writers like Tennessee Williams.,http://www.variety.com/review/VE1117329548.html?categoryid=31&cs=1,13454,Eve's Bayou
,2006-06-24,fresh,119080,,Time Out,"Writer/director Kasi Lemmons shows sweet judgment here, doesn't caricature or demonise the errant father, and elicits a host of nuanced performances from women of all ages.",http://www.timeout.com/film/reviews/64076/eves_bayou.html,13454,Eve's Bayou
Mick LaSalle,2002-06-18,rotten,119080,2/4,San Francisco Chronicle,"A gothic and, for better or worse, poetic memoir about a young girl and her family of Creole aristocrats.",http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/1997/11/07/DD41187.DTL,13454,Eve's Bayou
Rick Groen,2002-04-12,rotten,119080,2.5/4,Globe and Mail,"In Eve's Bayou, Tennessee goes to Louisiana, and finds a familiar home. Tennessee Williams, that is.",http://www.globeandmail.com/servlet/ArticleNews/movie/MOVIEREVIEWS/19980130/TABAYO,13454,Eve's Bayou
Kevin Thomas,2001-02-14,fresh,119080,5/5,Los Angeles Times,There has never been a film quite like Kasi Lemmons' shimmering Eve's Bayou.,"http://www.calendarlive.com/movies/reviews/cl-movie971111-5,0,3908985.story",13454,Eve's Bayou
Jeff Millar,2000-01-01,fresh,119080,,Houston Chronicle,"The direction is unobtrusive, and Lemmons' performers are up to speed. This is Lemmons' first time out as a director. I'll be interested in what she does next.",,13454,Eve's Bayou
Roger Ebert,2000-01-01,fresh,119080,4/4,Chicago Sun-Times,"For the viewer, it is a reminder that sometimes films can venture into the realms of poetry and dreams.",http://www.rogerebert.com/reviews/eves-bayou-1997,13454,Eve's Bayou
Mike Clark,2000-01-01,fresh,119080,3/4,USA Today,"Smollett, however, is a find with a smile that illuminates the screen -- the dominant performer in a uniformly well-acted film.",,13454,Eve's Bayou
Desson Thomson,2000-01-01,fresh,119080,,Washington Post,"A movie unto itself, a rousing, original yarn about family life that includes everyone.",http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/evesbayou.htm,13454,Eve's Bayou
James Berardinelli,2000-01-01,fresh,119080,3/4,ReelViews,"A fascinating tale of guilt, consequences, and voodoo.",http://www.reelviews.net/php_review_template.php?identifier=1958,13454,Eve's Bayou
Cynthia Joyce,2000-01-01,fresh,119080,,Salon.com,"It would be a shame if Eve's Bayou, Kasi Lemmons' beautiful first feature film, gets pigeonholed as a ""black"" movie just because it has no white characters.",http://www.salon.com/ent/movies/1997/11/07eve.html,13454,Eve's Bayou
Mike Clark,2000-01-01,rotten,119210,2/4,USA Today,Quaid is a one-note sadsack here and no natural action hero.,,14766,Switchback
,2008-10-05,rotten,83131,,TIME Magazine,"Stripes will keep potential felons off the streets for two hours. Few people seem to be asking, these days, that movies do more.","http://www.time.com/time/magazine/article/0,9171,922625,00.html",14899,Stripes
Dave Kehr,2008-04-01,fresh,83131,,Chicago Reader,"The balance of the film consists of time-tested commercial material, most of which is still working fine.",http://onfilm.chicagoreader.com/movies/capsules/11650_STRIPES,14899,Stripes
,2006-02-09,fresh,83131,,Time Out,[Reitmam] manages a reasonable success rate at pulling off the numerous verbal and sight gags with which the script is peppered.,http://www.timeout.com/film/reviews/75505/stripes.html,14899,Stripes
Roger Ebert,2004-10-23,fresh,83131,3.5/4,Chicago Sun-Times,"An anarchic slob movie, a celebration of all that is irreverent, reckless, foolhardy, undisciplined, and occasionally scatological. It's a lot of fun.",http://www.rogerebert.com/reviews/stripes-1981,14899,Stripes
Janet Maslin,2004-08-30,fresh,83131,3/5,New York Times,Mr. Murray hasn't yet reached the point at which his routines can be sustained for more than 10 minutes at a time. But he has achieved a sardonically exaggerated calm that can be very entertaining.,http://movies.nytimes.com/movie/review?res=9402E0DA113BF935A15755C0A967948260&partner=Rotten Tomatoes,14899,Stripes
Lisa Alspector,2010-04-07,rotten,118689,,Chicago Reader,Rowan Atkinson's recalcitrant TV character is the hub of this 1997 feature that will disappoint fans and nonfans alike.,http://www.chicagoreader.com/chicago/bean/Film?oid=1048132,12533,Bean
Susan Wloszczyna,2000-01-01,rotten,118689,2/4,USA Today,Goes beyond awful to surreally awful.,,12533,Bean
Lisa Alspector,2013-05-01,fresh,119327,,Chicago Reader,I groaned my way through this black -- and blue -- romantic comedy and then decided I liked it.,http://www.chicagoreader.com/chicago/hugo-pool/Film?oid=1058001,15017,Hugo Pool
Michael Wilmington,2013-05-01,rotten,119327,2/4,Chicago Tribune,It's as if Downey Sr.'s irreverence and off-the-wall humor couldn't quite co-exist with the heartfelt tribute he intends to make here to his wife and her fellow Amyotrophic Lateral Sclerosis sufferers.,http://articles.chicagotribune.com/1998-01-09/entertainment/9801090113_1_hugo-pool-pool-party-laura-downey,15017,Hugo Pool
Owen Gleiberman,2011-09-07,rotten,119327,F,Entertainment Weekly,"Hugo Pool, the first film in six years from former counterculture director Robert Downey sets new standards in wacko charmlessness.","http://www.ew.com/ew/article/0,,290740,00.html",15017,Hugo Pool
Emanuel Levy,2007-01-29,rotten,119327,C,Variety,The best thing about this bizarre love story (follie de grandeur) between a female pool cleaner and immobile man in wheelchair is that it puts icon Robert Downey behind the camera after long absence; with some luck Patrick Dempsey should become a lead man,http://www.variety.com/review/VE1117911793.html?categoryid=31&cs=1,15017,Hugo Pool
Jack Mathews,2001-02-14,rotten,119327,1.5/5,Los Angeles Times,The audience seems limited to the director's inner circle.,http://articles.latimes.com/1997/dec/12/entertainment/ca-63148,15017,Hugo Pool
James Berardinelli,2000-01-01,fresh,119327,3.5/4,ReelViews,"Like David Mamet and relative newcomer Quentin Tarantino, Downey writes some of the best dialogue around, and his script sparkles with it.",http://www.reelviews.net/php_review_template.php?identifier=1595,15017,Hugo Pool
Stephen Holden,2000-01-01,fresh,119327,3/5,New York Times,"Although this flighty comic allegory about love and death in contemporary Los Angeles is wildly overacted, with loose ends flying everywhere, it still conveys an antic poignancy.",http://movies.nytimes.com/movie/review?res=9E0CE7DD103CF931A25751C1A961958260&partner=Rotten Tomatoes,15017,Hugo Pool
Emanuel Levy,2006-08-21,rotten,119592,C,Variety,This simplistic and obvious expose about the manipulative power of the news media (lazily acted by Travoilta and Hoffman) is so familiar that it's not going to upset or provoke anyone.,http://www.variety.com/review/VE1117329354.html?categoryid=31&cs=1,12522,Mad City
Mike Clark,2000-01-01,rotten,119592,1/4,USA Today,A wanna-be event movie that merely reinvents the wheel.,,12522,Mad City
Susan Wloszczyna,2000-01-01,fresh,119832,3/4,USA Today,The acting hits all the right notes.,,15702,One Night Stand
,2006-01-26,fresh,120490,,Time Out,"A crisp, rigorously unsentimental director, Winterbottom was a good choice for this project.",http://www.timeout.com/film/reviews/64355/welcome_to_sarajevo.html,14903,Welcome to Sarajevo
Edward Guthmann,2002-06-18,fresh,120490,3/4,San Francisco Chronicle,A compelling but jumbled film that examines the line between journalistic detachment and passion.,http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/1998/06/26/DD25859.DTL,14903,Welcome to Sarajevo
James Berardinelli,2000-01-01,fresh,120490,3.5/4,ReelViews,Welcome to Sarajevo isn't just the story of an outsider's perspective of the conflict; it's a compelling examination of the role the media played in reporting and shaping the average person's views of the war.,http://www.reelviews.net/php_review_template.php?identifier=1914,14903,Welcome to Sarajevo
Roger Ebert,2000-01-01,rotten,120490,2/4,Chicago Sun-Times,Too often we sense that the actors are drifting and the story is at sea.,http://www.rogerebert.com/reviews/welcome-to-sarajevo-1998,14903,Welcome to Sarajevo
Charles Taylor,2000-01-01,fresh,120490,,Salon.com,"Messy and visceral, with an articulate, pointed anger that's recognizably British, ""Welcome to Sarajevo"" hits with an impact that's not diminished by the fact that Sarajevo's uneasy peace has held.",http://www.salon.com/ent/movies/1997/11/26sarajevo.html,14903,Welcome to Sarajevo
Janet Maslin,2000-01-01,rotten,120490,2.5/5,New York Times,"However closely they mirror the real experience of Mr. Nicholson and others, some of the shocks here are too sadly predictable.",http://movies.nytimes.com/movie/review?res=9C0DE5DF173AF935A15752C1A961958260&partner=Rotten Tomatoes,14903,Welcome to Sarajevo
Mike Clark,2000-01-01,fresh,120490,3/4,USA Today,"Loosely structured, it keeps its focus despite lots of dramatic wiggle room.",,14903,Welcome to Sarajevo
Todd McCarthy,2008-06-09,fresh,119978,,Variety,"Coppola has never been particularly known for his comic touch, but here he seems bent on leavening the melodrama with as many laughs as possible, and they are generally honest and well-earned.",http://www.variety.com/review/VE111732352.html?categoryid=31&cs=1,10510,The Rainmaker
Geoff Andrew,2006-02-09,fresh,119978,,Time Out,"This competent, anonymous legal drama (scripted by Michael Herr) is the best John Grisham adaptation yet.",http://www.timeout.com/film/reviews/76376/the_rainmaker.html,10510,The Rainmaker
Ruthe Stein,2002-06-18,fresh,119978,3/4,San Francisco Chronicle,"Coppola adapted the novel himself, and he's done a good job of paring it down.",http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/1998/05/29/DD71081.DTL,10510,The Rainmaker
Jack Mathews,2001-02-14,fresh,119978,3/5,Los Angeles Times,"Coppola has infused The Rainmaker with enough humor, character, honest emotion and storytelling style to make it one of the year's most entertaining movies.","http://www.calendarlive.com/movies/reviews/cl-movie980106-50,0,962161.story",10510,The Rainmaker
Charles Taylor,2000-01-01,fresh,119978,,Salon.com,"Satisfactory mainstream entertainment, with a handful of major actors in juicy minor roles tossed in for good measure.",http://www.salon.com/ent/movies/1997/11/21rainmaker.html,10510,The Rainmaker
Mike Clark,2000-01-01,fresh,119978,3/4,USA Today,Voight proves again what a great character actor he's become by stealing the film as a country club-type defense lawyer with a julep tongue.,,10510,The Rainmaker
Roger Ebert,2000-01-01,fresh,119978,3/4,Chicago Sun-Times,"Francis Ford Coppola, who wrote and directed the film, has made the most of Grisham's ground-level realism.",http://www.rogerebert.com/reviews/the-rainmaker-1997,10510,The Rainmaker
Janet Maslin,2000-01-01,fresh,119978,3.5/4,New York Times,"Despite Mr. Coppola's taste for moodier and more eclectic material, this mainstream opportunity pays off.",http://movies.nytimes.com/movie/review?res=9C02E5D6143BF932A15752C1A961958260&partner=Rotten Tomatoes,10510,The Rainmaker
James Berardinelli,2000-01-01,fresh,119978,3/4,ReelViews,The intelligence and subtlety of The Rainmaker took me by surprise.,http://www.reelviews.net/php_review_template.php?identifier=208,10510,The Rainmaker
Owen Gleiberman,2010-02-04,fresh,118749,A,Entertainment Weekly,"Boogie Nights, an epic tale of porn, pleasure, and excess, offers a purer hit of exhilaration than any movie this year.","http://www.ew.com/ew/article/0,,289942,00.html",14134,Boogie Nights
Andrew Sarris,2007-04-27,fresh,118749,,New York Observer,Not since the mysteriously reclusive Terrence Malick has there been such an explosion of sheer talent on the American movie scene.,http://www.observer.com/node/39759,14134,Boogie Nights
